"","box","date","phase","site","eggs","chicks","eggDev","chickDev","mean_chick_weight","interpolled","mean_weightDev"
"6961","Z15","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"6962","Y15","2022-05-20",NA,"Y",0,0,0,-1.57142857142857,NA,NA,NA
"6963","Z24","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,190.033333333333,"190.033333333333",30.8021585797206
"6964","Z14","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"208.705555555556",49.4743808019436
"6965","X33","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"unkown",NA
"6966","Y06","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,NA,"unkown",NA
"6967","Y19","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6968","Y25","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,114.65,"114.65",-42.9463433667782
"6969","X31","2022-05-20","Provisioning","X",0,1,0,-0.352941176470588,NA,"unkown",NA
"6970","Z06","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"6971","Z20","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"117.65",-41.5811747536124
"6972","X25","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"unkown",NA
"6973","Y01","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"202.8",45.2036566332218
"6974","Y18","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,NA,"150.133333333333",-7.46301003344516
"6975","Y09","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6976","Y07","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6977","Y29","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6978","Y10","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"222.475",64.8786566332218
"6979","X32","2022-05-20","Provisioning","X",0,1,0,-0.352941176470588,NA,"unkown",NA
"6980","Y28","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"203.416666666667",45.8203232998888
"6981","Y02","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,NA,"128.727777777778",-28.8685655890002
"6982","Y03","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6983","Y21","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6984","X40","2022-05-20",NA,"X",0,0,0,-1.35294117647059,NA,NA,NA
"6985","Z28","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"30.4581501831502",-128.773024570462
"6986","Y17","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6987","Y05","2022-05-20","Provisioning","Y",0,1,0,-0.571428571428571,NA,"172.2",14.6036566332218
"6988","Y20","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"6989","Y22","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"174.875",17.2786566332218
"6990","Z19","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"6991","X23","2022-05-20","Fail","X",0,0,0,-1.35294117647059,NA,NA,NA
"6992","Y16","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"164.783333333333",7.18698996655482
"6993","Z11","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"166.4",7.1688252463876
"6994","Y08","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,202.266666666667,"202.266666666667",44.6703232998888
"6995","Z07","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"6996","Z27","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,145.633333333333,"145.633333333333",-13.5978414202794
"6997","X36","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"unkown",NA
"6998","X38","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"166.659523809524",36.3644209956711
"6999","X39","2022-05-20","Provisioning","X",0,3,0,1.64705882352941,NA,"unkown",NA
"7000","Y26","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,NA,"138.122222222222",-19.4741211445562
"7001","Y11","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,181.15,"181.15",23.5536566332218
"7002","Y12","2022-05-20","Fail","Y",0,0,0,-1.57142857142857,NA,NA,NA
"7003","Y30","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,169.4,"169.4",11.8036566332218
"7004","Y31","2022-05-20","Provisioning","Y",0,1,0,-0.571428571428571,NA,"106.3",-51.2963433667782
"7005","Y23","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,234.4,"234.4",76.8036566332218
"7006","Z32","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7007","Z34","2022-05-20",NA,"Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7008","Z22","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7009","Y04","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,145.85,"145.85",-11.7463433667782
"7010","Z13","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"217.608333333333",58.3771585797206
"7011","Z25","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"132.855555555556",-26.3756191980564
"7012","Z10","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"154.580555555556",-4.6506191980564
"7013","Z23","2022-05-20","Provisioning","Z",0,4,-0.0476190476190476,2.23809523809524,NA,"200.770833333333",41.5396585797206
"7014","Y14","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,113.766666666667,"113.766666666667",-43.8296767001112
"7015","X01","2022-05-20",NA,"X",0,0,0,-1.35294117647059,NA,NA,NA
"7016","X27","2022-05-20","Fail","X",0,0,0,-1.35294117647059,NA,NA,NA
"7017","X35","2022-05-20","Provisioning","X",0,3,0,1.64705882352941,NA,"unkown",NA
"7018","Y34","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"132.45",-25.1463433667782
"7019","Y13","2022-05-20",NA,"Y",0,0,0,-1.57142857142857,NA,NA,NA
"7020","X28","2022-05-20",NA,"X",0,0,0,-1.35294117647059,NA,NA,NA
"7021","Y24","2022-05-20","Provisioning","Y",0,4,0,2.42857142857143,NA,"154.58",-3.01634336677816
"7022","Y32","2022-05-20","Provisioning","Y",0,3,0,1.42857142857143,NA,"143.55",-14.0463433667782
"7023","Y33","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"119.666666666667",-37.9296767001112
"7024","Z31","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7025","Z02","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"146.516666666667",-12.7145080869454
"7026","Z08","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"150.244444444444",-8.98673030916839
"7027","Z26","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"141.611111111111",-17.6200636425014
"7028","Z43","2022-05-20","Provisioning","Z",2,1,1.95238095238095,-0.761904761904762,NA,"unkown",NA
"7029","Y35","2022-05-20","Provisioning","Y",0,2,0,0.428571428571429,NA,"71.0025641025641",-86.5937792642141
"7030","Z38","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"unkown",NA
"7031","Z18","2022-05-20","Provisioning","Z",0,1,-0.0476190476190476,-0.761904761904762,161.1,"161.1",1.86882524638759
"7032","Z05","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"211.025",51.7938252463876
"7033","Z29","2022-05-20","Provisioning","Z",0,4,-0.0476190476190476,2.23809523809524,NA,"138.133333333333",-21.0978414202794
"7034","Z41","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7035","Z44","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7036","Z16","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"179.175",19.9438252463876
"7037","Z17","2022-05-20","Fail","Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7038","Z33","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"98.725",-60.5061747536124
"7039","Z37","2022-05-20",NA,"Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7040","Z03","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"198.208333333333",38.9771585797206
"7041","Z45","2022-05-20","Provisioning","Z",0,4,-0.0476190476190476,2.23809523809524,NA,"142.6875",-16.5436747536124
"7042","Z39","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"175.658666666667",16.4274919130546
"7043","Z42","2022-05-20","Provisioning","Z",0,1,-0.0476190476190476,-0.761904761904762,NA,"unkown",NA
"7044","Z40","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"unkown",NA
"7045","Z21","2022-05-20","Provisioning","Z",0,3,-0.0476190476190476,1.23809523809524,NA,"101.312878787879",-57.9182959657334
"7046","Z35","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"227.491666666667",68.2604919130546
"7047","X20","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"93.9306818181818",-36.3644209956711
"7048","X21","2022-05-20","Provisioning","X",0,1,0,-0.352941176470588,NA,"unkown",NA
"7049","X22","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"unkown",NA
"7050","MW02","2022-05-20",NA,"M",0,0,0,0,NA,NA,NA
"7051","Z09","2022-05-20","Provisioning","Z",0,2,-0.0476190476190476,0.238095238095238,NA,"216.366666666667",57.1354919130546
"7052","X18","2022-05-20","Provisioning","X",0,2,0,0.647058823529412,NA,"unkown",NA
"7053","MW06","2022-05-20",NA,"M",0,0,0,0,NA,NA,NA
"7054","M03","2022-05-20",NA,"M",0,0,0,0,NA,NA,NA
"7055","MW01","2022-05-20",NA,"M",0,0,0,0,NA,NA,NA
"7056","Z46","2022-05-20",NA,"Z",0,0,-0.0476190476190476,-1.76190476190476,NA,NA,NA
"7057","Z30","2022-06-10","Provisioning","Z",0,2,0,1.5,NA,"224.973167155425",26.9057460841034
"7058","Y27","2022-06-10","Provisioning","Y",0,2,0,1.28571428571429,NA,"225.618367346939",15.5152038242675
"7059","Z15","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7060","Y15","2022-06-10",NA,"Y",0,0,0,-0.714285714285714,NA,NA,NA
"7061","Z24","2022-06-10","Provisioning","Z",0,3,0,2.5,NA,"206.493939393939",8.42651832261745
"7062","Z14","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7063","X33","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7064","Y06","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7065","Y19","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7066","Y25","2022-06-10","Provisioning","Y",0,2,0,1.28571428571429,NA,"203.361842105263",-6.74132141740853
"7067","X31","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7068","Z06","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7069","Z20","2022-06-10","Provisioning","Z",0,3,0,2.5,NA,"188.812647058824",-9.25477401249753
"7070","X25","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7071","Y01","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7072","Y18","2022-06-10","Provisioning","Y",0,3,0,2.28571428571429,NA,"183.490322580645",-26.6128409420265
"7073","Y09","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7074","Y07","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7075","Y29","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7076","Y10","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7077","X32","2022-06-10","Provisioning","X",0,1,0,0.588235294117647,NA,"194.061516034985",-3.50759814338116
"7078","Y28","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7079","Y02","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7080","Y03","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7081","Y21","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7082","X40","2022-06-10",NA,"X",0,0,0,-0.411764705882353,NA,NA,NA
"7083","Z28","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7084","Y17","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7085","Y05","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7086","Y20","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7087","Y22","2022-06-10","Provisioning","Y",0,2,0,1.28571428571429,NA,"219.536218905473",9.43305538280146
"7088","Z19","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7089","X23","2022-06-10","Fail","X",0,0,0,-0.411764705882353,NA,NA,NA
"7090","Y16","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7091","Z11","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7092","Y08","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7093","Z07","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7094","Z27","2022-06-10","Provisioning","Z",0,2,0,1.5,NA,"207.441833810888",9.37441273956645
"7095","X36","2022-06-10","Provisioning","X",0,1,0,0.588235294117647,NA,"223.964912280702",26.3957981023358
"7096","X38","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7097","X39","2022-06-10","Provisioning","X",0,2,0,1.58823529411765,NA,"176.547337278107",-21.0217769002592
"7098","Y26","2022-06-10","Provisioning","Y",0,3,0,2.28571428571429,NA,"193.741520467836",-16.3616430548355
"7099","Y11","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7100","Y12","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7101","Y30","2022-06-10","Provisioning","Y",0,2,0,1.28571428571429,NA,"217.733235294118",7.63007177144647
"7102","Y31","2022-06-10","Provisioning","Y",0,1,0,0.285714285714286,NA,"257.636686390533",47.5335228678614
"7103","Y23","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7104","Z32","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7105","Z34","2022-06-10",NA,"Z",0,0,0,-0.5,NA,NA,NA
"7106","Z22","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7107","Y04","2022-06-10","Fledge","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7108","Z13","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7109","Z25","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7110","Z10","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7111","Z23","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7112","Y14","2022-06-10","Provisioning","Y",0,3,0,2.28571428571429,NA,"160.069452449568",-50.0337110731035
"7113","X01","2022-06-10",NA,"X",0,0,0,-0.411764705882353,NA,NA,NA
"7114","X27","2022-06-10","Fail","X",0,0,0,-0.411764705882353,NA,NA,NA
"7115","X35","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7116","Y34","2022-06-10","Provisioning","Y",0,1,0,0.285714285714286,NA,"241.553372434018",31.4502089113465
"7117","Y13","2022-06-10",NA,"Y",0,0,0,-0.714285714285714,NA,NA,NA
"7118","X28","2022-06-10",NA,"X",0,0,0,-0.411764705882353,NA,NA,NA
"7119","Y24","2022-06-10","Fledge","Y",0,1,0,0.285714285714286,NA,NA,NA
"7120","Y32","2022-06-10","Provisioning","Y",0,3,0,2.28571428571429,NA,"189.67037037037",-20.4327931523015
"7121","Y33","2022-06-10","Provisioning","Y",0,2,0,1.28571428571429,NA,"218.723410404624",8.62024688195245
"7122","Z31","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7123","Z02","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7124","Z08","2022-06-10","Fledge","Z",0,1,0,0.5,NA,NA,NA
"7125","Z26","2022-06-10","Provisioning","Z",0,3,0,2.5,NA,"170.145098039216",-27.9223230321055
"7126","Z43","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7127","Y35","2022-06-10","Fail","Y",0,0,0,-0.714285714285714,NA,NA,NA
"7128","Z38","2022-06-10","Provisioning","Z",0,2,0,1.5,NA,"211.679411764706",13.6119906933845
"7129","Z18","2022-06-10","Provisioning","Z",0,1,0,0.5,NA,"196.472594752187",-1.59482631913454
"7130","Z05","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7131","Z29","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7132","Z41","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7133","Z44","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7134","Z16","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7135","Z17","2022-06-10","Fail","Z",0,0,0,-0.5,NA,NA,NA
"7136","Z33","2022-06-10","Provisioning","Z",0,2,0,1.5,NA,"163.435923753666",-34.6314973176555
"7137","Z37","2022-06-10",NA,"Z",0,0,0,-0.5,NA,NA,NA
"7138","Z03","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7139","Z45","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7140","Z39","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7141","Z42","2022-06-10","Provisioning","Z",0,1,0,0.5,NA,"213.152173913043",15.0847528417214
"7142","Z40","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7143","Z21","2022-06-10","Fledge","Z",0,1,0,0.5,NA,NA,NA
"7144","Z35","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7145","X20","2022-06-10","Provisioning","X",0,1,0,0.588235294117647,NA,"200.296296296296",2.72718211792983
"7146","X21","2022-06-10","Provisioning","X",0,1,0,0.588235294117647,NA,"182.852225519288",-14.7168886590782
"7147","X22","2022-06-10","Provisioning","X",0,1,0,0.588235294117647,NA,"207.692397660819",10.1232834824528
"7148","MW02","2022-06-10",NA,"M",0,0,0,0,NA,NA,NA
"7149","Z09","2022-06-10","Fledge","Z",0,0,0,-0.5,NA,NA,NA
"7150","X18","2022-06-10","Fledge","X",0,0,0,-0.411764705882353,NA,NA,NA
"7151","MW06","2022-06-10",NA,"M",0,0,0,0,NA,NA,NA
"7152","M03","2022-06-10",NA,"M",0,0,0,0,NA,NA,NA
"7153","MW01","2022-06-10",NA,"M",0,0,0,0,NA,NA,NA
"7154","Z46","2022-06-10",NA,"Z",0,0,0,-0.5,NA,NA,NA
"7155","Z30","2022-06-24","Fledge","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7156","Y27","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7157","Z15","2022-06-24","Fail","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7158","Y15","2022-06-24",NA,"Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7159","Z24","2022-06-24","Fledge","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7160","Z14","2022-06-24","Fledge","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7161","X33","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7162","Y06","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7163","Y19","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7164","Y25","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7165","X31","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7166","Z06","2022-06-24","Fail","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7167","Z20","2022-06-24","Fledge","Z",0,1,0,0.952380952380952,NA,NA,NA
"7168","X25","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7169","Y01","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7170","Y18","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7171","Y09","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7172","Y07","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7173","Y29","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7174","Y10","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7175","X32","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7176","Y28","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7177","Y02","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7178","Y03","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7179","Y21","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7180","X40","2022-06-24",NA,"X",0,0,0,0,NA,NA,NA
"7181","Z28","2022-06-24","Fail","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7182","Y17","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7183","Y05","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7184","Y20","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7185","Y22","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7186","Z19","2022-06-24","Fail","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7187","X23","2022-06-24","Fail","X",0,0,0,0,NA,NA,NA
"7188","Y16","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7189","Z11","2022-06-24","Fledge","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7190","Y08","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7191","Z07","2022-06-24","Fail","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7192","Z27","2022-06-24","Fledge","Z",0,0,0,-0.0476190476190476,NA,NA,NA
"7193","X36","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7194","X38","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7195","X39","2022-06-24","Fledge","X",0,0,0,0,NA,NA,NA
"7196","Y26","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7197","Y11","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7198","Y12","2022-06-24","Fail","Y",0,0,0,-0.0285714285714286,NA,NA,NA
"7199","Y30","2022-06-24","Fledge","Y",0,0,0,-0.0285714285714286,NA,NA,NA
